seed,question_index,question_id,question,k,method,selected_sample_index,selected_cluster_id,selected_cluster_size_in_prefix,answer_text,answer_preview,baseline_answer_preview,answer_changed_vs_sample0,strict_correct,baseline_strict_correct,delta_strict_correct_vs_sample0,any_strict_correct_in_prefix,strict_oracle_available,token_count,logprob_avg,token_mean_entropy,token_max_entropy
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,2,majority_low_entropy,0,0,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",0.0,0.0,0.0,0.0,0.0,0.0,23,-0.3139249440842491,0.5894469233705052,5.958863735198975
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,2,cautious_majority_logprob,0,0,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",0.0,0.0,0.0,0.0,0.0,0.0,23,-0.3139249440842491,0.5894469233705052,5.958863735198975
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,2,oracle_strict,0,0,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",0.0,0.0,0.0,0.0,0.0,0.0,23,-0.3139249440842491,0.5894469233705052,5.958863735198975
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,3,sample0,0,0,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",0.0,0.0,0.0,0.0,0.0,0.0,23,-0.3139249440842491,0.5894469233705052,5.958863735198975
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,3,best_logprob,2,2,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",1.0,0.0,0.0,0.0,0.0,0.0,20,-0.16404351413972051,0.4380047386234384,3.7782723903656006
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,3,low_token_entropy,2,2,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",1.0,0.0,0.0,0.0,0.0,0.0,20,-0.16404351413972051,0.4380047386234384,3.7782723903656006
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,3,majority_logprob,2,2,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",1.0,0.0,0.0,0.0,0.0,0.0,20,-0.16404351413972051,0.4380047386234384,3.7782723903656006
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,3,majority_low_entropy,2,2,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",1.0,0.0,0.0,0.0,0.0,0.0,20,-0.16404351413972051,0.4380047386234384,3.7782723903656006
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,3,cautious_majority_logprob,0,0,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",0.0,0.0,0.0,0.0,0.0,0.0,23,-0.3139249440842491,0.5894469233705052,5.958863735198975
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,3,oracle_strict,2,2,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",1.0,0.0,0.0,0.0,0.0,0.0,20,-0.16404351413972051,0.4380047386234384,3.7782723903656006
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,4,sample0,0,0,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",0.0,0.0,0.0,0.0,0.0,0.0,23,-0.3139249440842491,0.5894469233705052,5.958863735198975
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,4,best_logprob,2,2,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",1.0,0.0,0.0,0.0,0.0,0.0,20,-0.16404351413972051,0.4380047386234384,3.7782723903656006
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,4,low_token_entropy,2,2,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",1.0,0.0,0.0,0.0,0.0,0.0,20,-0.16404351413972051,0.4380047386234384,3.7782723903656006
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,4,majority_logprob,2,2,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",1.0,0.0,0.0,0.0,0.0,0.0,20,-0.16404351413972051,0.4380047386234384,3.7782723903656006
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,4,majority_low_entropy,2,2,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",1.0,0.0,0.0,0.0,0.0,0.0,20,-0.16404351413972051,0.4380047386234384,3.7782723903656006
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,4,cautious_majority_logprob,0,0,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",0.0,0.0,0.0,0.0,0.0,0.0,23,-0.3139249440842491,0.5894469233705052,5.958863735198975
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,4,oracle_strict,2,2,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",1.0,0.0,0.0,0.0,0.0,0.0,20,-0.16404351413972051,0.4380047386234384,3.7782723903656006
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,8,sample0,0,0,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",0.0,0.0,0.0,0.0,1.0,1.0,23,-0.3139249440842491,0.5894469233705052,5.958863735198975
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,8,best_logprob,2,2,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",1.0,0.0,0.0,0.0,1.0,1.0,20,-0.16404351413972051,0.4380047386234384,3.7782723903656006
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,8,low_token_entropy,7,7,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Moon Over Texas.","The brothel in ""The Best Little Whorehouse in Texas"" is named Moon Over Texas.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",1.0,0.0,0.0,0.0,1.0,1.0,21,-0.4652668816759133,0.38258917288446764,3.211838960647583
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,8,majority_logprob,2,2,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",1.0,0.0,0.0,0.0,1.0,1.0,20,-0.16404351413972051,0.4380047386234384,3.7782723903656006
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,8,majority_low_entropy,2,2,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Crystal Palace.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",1.0,0.0,0.0,0.0,1.0,1.0,20,-0.16404351413972051,0.4380047386234384,3.7782723903656006
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,8,cautious_majority_logprob,0,0,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",0.0,0.0,0.0,0.0,1.0,1.0,23,-0.3139249440842491,0.5894469233705052,5.958863735198975
42,1,trivia_qa_104,What was the name of the brothel in The Best Little Whorehouse in Texas?,8,oracle_strict,5,5,1,"The brothel in ""The Best Little Whorehouse in Texas"" is named Chicken Ranch.","The brothel in ""The Best Little Whorehouse in Texas"" is named Chicken Ranch.","The brothel in ""The Best Little Whorehouse in Texas"" is named Miss Havisham's.",1.0,1.0,0.0,1.0,1.0,1.0,20,-0.1664723020855689,0.38273539139032275,3.211838960647583
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,1,sample0,0,0,1,"In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",0.0,1.0,1.0,0.0,1.0,0.0,37,-0.1014211754477399,0.18304749730318556,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,1,best_logprob,0,0,1,"In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",0.0,1.0,1.0,0.0,1.0,0.0,37,-0.1014211754477399,0.18304749730318556,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,1,low_token_entropy,0,0,1,"In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",0.0,1.0,1.0,0.0,1.0,0.0,37,-0.1014211754477399,0.18304749730318556,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,1,majority_logprob,0,0,1,"In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",0.0,1.0,1.0,0.0,1.0,0.0,37,-0.1014211754477399,0.18304749730318556,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,1,majority_low_entropy,0,0,1,"In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",0.0,1.0,1.0,0.0,1.0,0.0,37,-0.1014211754477399,0.18304749730318556,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,1,cautious_majority_logprob,0,0,1,"In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",0.0,1.0,1.0,0.0,1.0,0.0,37,-0.1014211754477399,0.18304749730318556,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,1,oracle_strict,0,0,1,"In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",0.0,1.0,1.0,0.0,1.0,0.0,37,-0.1014211754477399,0.18304749730318556,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,2,sample0,0,0,1,"In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",0.0,1.0,1.0,0.0,1.0,0.0,37,-0.1014211754477399,0.18304749730318556,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,2,best_logprob,1,1,1,"In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",1.0,0.0,1.0,-1.0,1.0,0.0,43,-0.043393756139704996,0.13906574394978544,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,2,low_token_entropy,1,1,1,"In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",1.0,0.0,1.0,-1.0,1.0,0.0,43,-0.043393756139704996,0.13906574394978544,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,2,majority_logprob,1,1,1,"In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",1.0,0.0,1.0,-1.0,1.0,0.0,43,-0.043393756139704996,0.13906574394978544,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,2,majority_low_entropy,1,1,1,"In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",1.0,0.0,1.0,-1.0,1.0,0.0,43,-0.043393756139704996,0.13906574394978544,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,2,cautious_majority_logprob,0,0,1,"In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",0.0,1.0,1.0,0.0,1.0,0.0,37,-0.1014211754477399,0.18304749730318556,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,2,oracle_strict,0,0,1,"In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",0.0,1.0,1.0,0.0,1.0,0.0,37,-0.1014211754477399,0.18304749730318556,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,3,sample0,0,0,1,"In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",0.0,1.0,1.0,0.0,1.0,0.0,37,-0.1014211754477399,0.18304749730318556,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,3,best_logprob,1,1,2,"In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",1.0,0.0,1.0,-1.0,1.0,0.0,43,-0.043393756139704996,0.13906574394978544,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,3,low_token_entropy,1,1,2,"In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",1.0,0.0,1.0,-1.0,1.0,0.0,43,-0.043393756139704996,0.13906574394978544,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,3,majority_logprob,1,1,2,"In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",1.0,0.0,1.0,-1.0,1.0,0.0,43,-0.043393756139704996,0.13906574394978544,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,3,majority_low_entropy,1,1,2,"In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",1.0,0.0,1.0,-1.0,1.0,0.0,43,-0.043393756139704996,0.13906574394978544,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,3,cautious_majority_logprob,1,1,2,"In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",1.0,0.0,1.0,-1.0,1.0,0.0,43,-0.043393756139704996,0.13906574394978544,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,3,oracle_strict,0,0,1,"In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",0.0,1.0,1.0,0.0,1.0,0.0,37,-0.1014211754477399,0.18304749730318556,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,4,sample0,0,0,1,"In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",0.0,1.0,1.0,0.0,1.0,0.0,37,-0.1014211754477399,0.18304749730318556,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,4,best_logprob,1,1,3,"In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",1.0,0.0,1.0,-1.0,1.0,0.0,43,-0.043393756139704996,0.13906574394978544,2.4399077892303467
42,2,trivia_qa_123,Who's home runs record did Mark McGwire break in the 1998 season?,4,low_token_entropy,1,1,3,"In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke the single-season home run record previously held by Hank Aaron, who had hit 75 home runs in the 1974 season.","In the 1998 season, Mark McGwire broke Roger Maris's home run record of 61, setting a new record with 70 home runs.",1.0,0.0,1.0,-1.0,1.0,0.0,43,-0.043393756139704996,0.13906574394978544,2.4399077892303467
