accuracy,auc,balanced_acc,feature_set,rows,split,task
0.5217391304347826,0.5636672325976231,0.5331069609507639,qwen_factual,69,fold_0,stable_correct_vs_hallucination
0.6956521739130435,0.733446519524618,0.7147707979626485,riemann_geometry,69,fold_0,stable_correct_vs_hallucination
0.5217391304347826,0.5764006791171478,0.547962648556876,hidden_riemann_geometry,69,fold_0,stable_correct_vs_hallucination
0.5942028985507246,0.6400679117147708,0.6078098471986417,factual_plus_riemann,69,fold_0,stable_correct_vs_hallucination
0.6666666666666666,0.7071307300509337,0.6706281833616299,all_no_leak,69,fold_0,stable_correct_vs_hallucination
0.6911764705882353,0.7480383609415867,0.6848299912816043,theory_core,68,fold_1,stable_correct_vs_hallucination
0.4117647058823529,0.4027898866608544,0.4019180470793374,factual_proxy,68,fold_1,stable_correct_vs_hallucination
0.6617647058823529,0.6704446381865736,0.6578029642545772,qwen_factual,68,fold_1,stable_correct_vs_hallucination
0.6764705882352942,0.6822144725370531,0.6634699215344377,riemann_geometry,68,fold_1,stable_correct_vs_hallucination
0.6470588235294118,0.6072362685265911,0.6155187445510026,hidden_riemann_geometry,68,fold_1,stable_correct_vs_hallucination
0.6470588235294118,0.7018308631211857,0.6364428945074107,factual_plus_riemann,68,fold_1,stable_correct_vs_hallucination
0.7352941176470589,0.7236268526591108,0.7253705318221447,all_no_leak,68,fold_1,stable_correct_vs_hallucination
0.7397260273972602,0.7539184952978056,0.7135579937304075,theory_core,73,fold_2,stable_correct_vs_hallucination
0.4794520547945205,0.46003134796238243,0.44474921630094044,factual_proxy,73,fold_2,stable_correct_vs_hallucination
0.5342465753424658,0.6238244514106583,0.5078369905956113,qwen_factual,73,fold_2,stable_correct_vs_hallucination
0.6712328767123288,0.6700626959247649,0.6684952978056427,riemann_geometry,73,fold_2,stable_correct_vs_hallucination
0.5205479452054794,0.42829153605015674,0.46120689655172414,hidden_riemann_geometry,73,fold_2,stable_correct_vs_hallucination
0.6164383561643836,0.6974921630094044,0.6112852664576802,factual_plus_riemann,73,fold_2,stable_correct_vs_hallucination
0.7123287671232876,0.6990595611285266,0.7025862068965517,all_no_leak,73,fold_2,stable_correct_vs_hallucination
0.6363636363636364,0.6614634146341464,0.566829268292683,theory_core,66,fold_3,stable_correct_vs_hallucination
0.4393939393939394,0.3648780487804878,0.4004878048780488,factual_proxy,66,fold_3,stable_correct_vs_hallucination
0.5303030303030303,0.6078048780487805,0.5673170731707317,qwen_factual,66,fold_3,stable_correct_vs_hallucination
0.6363636363636364,0.5834146341463414,0.582439024390244,riemann_geometry,66,fold_3,stable_correct_vs_hallucination
0.5909090909090909,0.4692682926829268,0.49902439024390244,hidden_riemann_geometry,66,fold_3,stable_correct_vs_hallucination
0.5151515151515151,0.5980487804878049,0.4770731707317073,factual_plus_riemann,66,fold_3,stable_correct_vs_hallucination
0.5757575757575758,0.6107317073170732,0.5180487804878049,all_no_leak,66,fold_3,stable_correct_vs_hallucination
0.7297297297297297,0.7904761904761904,0.726007326007326,theory_core,74,fold_4,stable_correct_vs_hallucination
0.36486486486486486,0.26593406593406593,0.36813186813186816,factual_proxy,74,fold_4,stable_correct_vs_hallucination
0.5,0.5377289377289377,0.5051282051282051,qwen_factual,74,fold_4,stable_correct_vs_hallucination
0.6081081081081081,0.6395604395604395,0.6091575091575092,riemann_geometry,74,fold_4,stable_correct_vs_hallucination
0.43243243243243246,0.4087912087912088,0.43223443223443225,hidden_riemann_geometry,74,fold_4,stable_correct_vs_hallucination
0.5,0.49743589743589745,0.5065934065934066,factual_plus_riemann,74,fold_4,stable_correct_vs_hallucination
0.7027027027027027,0.6952380952380952,0.7032967032967032,all_no_leak,74,fold_4,stable_correct_vs_hallucination
0.8061224489795918,0.8760683760683761,0.8066239316239316,theory_core,196,fold_0,pure_correct_vs_wrong
0.6326530612244898,0.6696047008547008,0.6455662393162394,factual_proxy,196,fold_0,pure_correct_vs_wrong
0.7193877551020408,0.6407585470085471,0.6861645299145299,qwen_factual,196,fold_0,pure_correct_vs_wrong
0.8520408163265306,0.8421474358974359,0.8378739316239316,riemann_geometry,196,fold_0,pure_correct_vs_wrong
0.75,0.5954861111111112,0.5841346153846154,hidden_riemann_geometry,196,fold_0,pure_correct_vs_wrong
0.8367346938775511,0.8464209401709402,0.8336004273504274,factual_plus_riemann,196,fold_0,pure_correct_vs_wrong
0.7857142857142857,0.8768696581196581,0.7927350427350428,all_no_leak,196,fold_0,pure_correct_vs_wrong
0.772,0.7871323529411764,0.7066176470588235,theory_core,250,fold_1,pure_correct_vs_wrong
0.72,0.60375,0.6683823529411765,factual_proxy,250,fold_1,pure_correct_vs_wrong
0.7,0.7714705882352941,0.6702205882352941,qwen_factual,250,fold_1,pure_correct_vs_wrong
0.772,0.7050367647058824,0.6966911764705882,riemann_geometry,250,fold_1,pure_correct_vs_wrong
0.712,0.5822058823529411,0.5764705882352941,hidden_riemann_geometry,250,fold_1,pure_correct_vs_wrong
0.776,0.8019117647058823,0.6996323529411764,factual_plus_riemann,250,fold_1,pure_correct_vs_wrong
0.76,0.7707352941176471,0.6911764705882353,all_no_leak,250,fold_1,pure_correct_vs_wrong
0.7793427230046949,0.8176715176715177,0.7376819126819127,theory_core,213,fold_2,pure_correct_vs_wrong
0.5915492957746479,0.6058212058212058,0.5852910602910603,factual_proxy,213,fold_2,pure_correct_vs_wrong
0.6197183098591549,0.6195426195426196,0.5926195426195426,qwen_factual,213,fold_2,pure_correct_vs_wrong
0.784037558685446,0.7295218295218295,0.7238045738045737,riemann_geometry,213,fold_2,pure_correct_vs_wrong
0.7605633802816901,0.6625259875259876,0.6508316008316009,hidden_riemann_geometry,213,fold_2,pure_correct_vs_wrong
0.7230046948356808,0.7703742203742203,0.6755717255717255,factual_plus_riemann,213,fold_2,pure_correct_vs_wrong
0.8028169014084507,0.831081081081081,0.7588877338877339,all_no_leak,213,fold_2,pure_correct_vs_wrong
0.7342995169082126,0.76998556998557,0.7445887445887446,theory_core,207,fold_3,pure_correct_vs_wrong
0.6570048309178744,0.6028860028860029,0.6073593073593073,factual_proxy,207,fold_3,pure_correct_vs_wrong
0.5845410628019324,0.6668109668109669,0.5707792207792208,qwen_factual,207,fold_3,pure_correct_vs_wrong
0.7391304347826086,0.7298701298701299,0.7121212121212122,riemann_geometry,207,fold_3,pure_correct_vs_wrong
0.7294685990338164,0.5441558441558442,0.564069264069264,hidden_riemann_geometry,207,fold_3,pure_correct_vs_wrong
0.7004830917874396,0.7307359307359307,0.6878787878787879,factual_plus_riemann,207,fold_3,pure_correct_vs_wrong
0.6859903381642513,0.7825396825396825,0.66991341991342,all_no_leak,207,fold_3,pure_correct_vs_wrong
0.817351598173516,0.8872746838848534,0.8052865213882163,theory_core,219,fold_4,pure_correct_vs_wrong
0.7031963470319634,0.5964487489911219,0.6166263115415658,factual_proxy,219,fold_4,pure_correct_vs_wrong
0.5799086757990868,0.661151466236212,0.5948345439870864,qwen_factual,219,fold_4,pure_correct_vs_wrong
0.8264840182648402,0.811541565778854,0.8018563357546409,riemann_geometry,219,fold_4,pure_correct_vs_wrong
0.7579908675799086,0.5399515738498789,0.523405972558515,hidden_riemann_geometry,219,fold_4,pure_correct_vs_wrong
0.776255707762557,0.7927091740651062,0.7707828894269573,factual_plus_riemann,219,fold_4,pure_correct_vs_wrong
0.821917808219178,0.8557976863061609,0.7990314769975786,all_no_leak,219,fold_4,pure_correct_vs_wrong
0.7241379310344828,0.7608695652173914,0.6413043478260869,theory_core,29,fold_0,rescue_vs_damage
0.41379310344827586,0.5072463768115942,0.38405797101449274,factual_proxy,29,fold_0,rescue_vs_damage
0.896551724137931,0.8586956521739131,0.8731884057971014,qwen_factual,29,fold_0,rescue_vs_damage
0.7241379310344828,0.5108695652173914,0.5181159420289855,riemann_geometry,29,fold_0,rescue_vs_damage
0.7241379310344828,0.5108695652173914,0.5181159420289855,hidden_riemann_geometry,29,fold_0,rescue_vs_damage
0.8275862068965517,0.8514492753623188,0.7065217391304348,factual_plus_riemann,29,fold_0,rescue_vs_damage
0.7586206896551724,0.8115942028985508,0.6630434782608696,all_no_leak,29,fold_0,rescue_vs_damage
0.6842105263157895,0.7613636363636364,0.7102272727272727,theory_core,19,fold_1,rescue_vs_damage
0.47368421052631576,0.5113636363636364,0.4602272727272727,factual_proxy,19,fold_1,rescue_vs_damage
0.5263157894736842,0.5795454545454546,0.5227272727272727,qwen_factual,19,fold_1,rescue_vs_damage
0.631578947368421,0.5965909090909091,0.5965909090909092,riemann_geometry,19,fold_1,rescue_vs_damage
0.631578947368421,0.5852272727272727,0.5965909090909092,hidden_riemann_geometry,19,fold_1,rescue_vs_damage
0.5263157894736842,0.5113636363636364,0.48863636363636365,factual_plus_riemann,19,fold_1,rescue_vs_damage
0.631578947368421,0.625,0.6477272727272727,all_no_leak,19,fold_1,rescue_vs_damage
0.84,0.9298245614035088,0.8947368421052632,theory_core,25,fold_2,rescue_vs_damage
0.44,0.5087719298245614,0.40350877192982454,factual_proxy,25,fold_2,rescue_vs_damage
0.56,0.8508771929824561,0.7105263157894737,qwen_factual,25,fold_2,rescue_vs_damage
0.76,0.7017543859649122,0.6710526315789473,riemann_geometry,25,fold_2,rescue_vs_damage
0.68,0.49122807017543857,0.5043859649122807,hidden_riemann_geometry,25,fold_2,rescue_vs_damage
0.6,0.7017543859649122,0.7368421052631579,factual_plus_riemann,25,fold_2,rescue_vs_damage
0.92,0.9298245614035088,0.9473684210526316,all_no_leak,25,fold_2,rescue_vs_damage
0.7916666666666666,0.8148148148148148,0.7666666666666666,theory_core,24,fold_3,rescue_vs_damage
0.6666666666666666,0.4703703703703704,0.6222222222222222,factual_proxy,24,fold_3,rescue_vs_damage
0.4583333333333333,0.4666666666666667,0.4111111111111111,qwen_factual,24,fold_3,rescue_vs_damage
0.7916666666666666,0.7111111111111111,0.7444444444444445,riemann_geometry,24,fold_3,rescue_vs_damage
0.6666666666666666,0.4740740740740741,0.5555555555555556,hidden_riemann_geometry,24,fold_3,rescue_vs_damage
0.4583333333333333,0.5851851851851851,0.43333333333333335,factual_plus_riemann,24,fold_3,rescue_vs_damage
0.7083333333333334,0.7037037037037037,0.6777777777777778,all_no_leak,24,fold_3,rescue_vs_damage
0.6538461538461539,0.5625,0.64375,theory_core,26,fold_4,rescue_vs_damage
0.46153846153846156,0.4625,0.43125,factual_proxy,26,fold_4,rescue_vs_damage
0.5769230769230769,0.6625,0.61875,qwen_factual,26,fold_4,rescue_vs_damage
0.5769230769230769,0.46875,0.46875,riemann_geometry,26,fold_4,rescue_vs_damage
0.6153846153846154,0.5,0.5,hidden_riemann_geometry,26,fold_4,rescue_vs_damage
0.6538461538461539,0.59375,0.68125,factual_plus_riemann,26,fold_4,rescue_vs_damage
0.5769230769230769,0.63125,0.61875,all_no_leak,26,fold_4,rescue_vs_damage
